,0,1,2
0,-1.0,-1.0,0.013888888888888888
1,-1.0,-0.9,0.041666666666666664
2,-1.0,-0.8,0.016666666666666666
3,-1.0,-0.7000000000000001,0.027777777777777776
4,-1.0,-0.6000000000000001,0.02806627101879328
5,-1.0,-0.5000000000000001,0.0
6,-1.0,-0.40000000000000013,0.041666666666666664
7,-1.0,-0.30000000000000016,0.0
8,-1.0,-0.20000000000000018,0.0
9,-1.0,-0.1000000000000002,0.0
10,-1.0,-2.220446049250313e-16,0.0
11,-1.0,0.09999999999999964,0.0
12,-1.0,0.19999999999999973,0.0
13,-1.0,0.2999999999999998,0.0
14,-1.0,0.3999999999999997,0.0
15,-1.0,0.49999999999999956,0.0
16,-1.0,0.5999999999999996,0.006944444444444444
17,-1.0,0.6999999999999997,0.010416666666666666
18,-1.0,0.7999999999999996,0.0
19,-1.0,0.8999999999999995,0.0
20,-1.0,0.9999999999999996,0.010416666666666666
21,-0.9,-1.0,0.0
22,-0.9,-0.9,0.015625
23,-0.9,-0.8,0.03333333333333333
24,-0.9,-0.7000000000000001,0.0
25,-0.9,-0.6000000000000001,0.029761904761904764
26,-0.9,-0.5000000000000001,0.03571428571428572
27,-0.9,-0.40000000000000013,0.041666666666666664
28,-0.9,-0.30000000000000016,0.041666666666666664
29,-0.9,-0.20000000000000018,0.041666666666666664
30,-0.9,-0.1000000000000002,0.0
31,-0.9,-2.220446049250313e-16,0.0
32,-0.9,0.09999999999999964,0.0
33,-0.9,0.19999999999999973,0.0
34,-0.9,0.2999999999999998,0.0
35,-0.9,0.3999999999999997,0.0
36,-0.9,0.49999999999999956,0.0
37,-0.9,0.5999999999999996,0.0
38,-0.9,0.6999999999999997,0.0
39,-0.9,0.7999999999999996,0.0
40,-0.9,0.8999999999999995,0.003546099290780142
41,-0.9,0.9999999999999996,0.01785714285714286
42,-0.8,-1.0,0.0234375
43,-0.8,-0.9,0.023809523809523808
44,-0.8,-0.8,0.02587719298245614
45,-0.8,-0.7000000000000001,0.027201601164483263
46,-0.8,-0.6000000000000001,0.041666666666666664
47,-0.8,-0.5000000000000001,0.0
48,-0.8,-0.40000000000000013,0.0
49,-0.8,-0.30000000000000016,0.0
50,-0.8,-0.20000000000000018,0.0
51,-0.8,-0.1000000000000002,0.0
52,-0.8,-2.220446049250313e-16,0.0
53,-0.8,0.09999999999999964,0.0
54,-0.8,0.19999999999999973,0.0
55,-0.8,0.2999999999999998,0.0
56,-0.8,0.3999999999999997,0.0
57,-0.8,0.49999999999999956,0.0
58,-0.8,0.5999999999999996,0.0
59,-0.8,0.6999999999999997,0.0032051282051282046
60,-0.8,0.7999999999999996,0.0
61,-0.8,0.8999999999999995,0.0
62,-0.8,0.9999999999999996,0.013888888888888888
63,-0.7000000000000001,-1.0,0.015350877192982457
64,-0.7000000000000001,-0.9,0.015350877192982457
65,-0.7000000000000001,-0.8,0.005952380952380953
66,-0.7000000000000001,-0.7000000000000001,0.02314814814814815
67,-0.7000000000000001,-0.6000000000000001,0.026041666666666668
68,-0.7000000000000001,-0.5000000000000001,0.029761904761904764
69,-0.7000000000000001,-0.40000000000000013,0.03903162055335969
70,-0.7000000000000001,-0.30000000000000016,0.041666666666666664
71,-0.7000000000000001,-0.20000000000000018,0.020833333333333332
72,-0.7000000000000001,-0.1000000000000002,0.032407407407407406
73,-0.7000000000000001,-2.220446049250313e-16,0.0
74,-0.7000000000000001,0.09999999999999964,0.0
75,-0.7000000000000001,0.19999999999999973,0.0
76,-0.7000000000000001,0.2999999999999998,0.0
77,-0.7000000000000001,0.3999999999999997,0.0
78,-0.7000000000000001,0.49999999999999956,0.0
79,-0.7000000000000001,0.5999999999999996,0.0
80,-0.7000000000000001,0.6999999999999997,0.0026041666666666665
81,-0.7000000000000001,0.7999999999999996,0.0
82,-0.7000000000000001,0.8999999999999995,0.008333333333333333
83,-0.7000000000000001,0.9999999999999996,0.010416666666666666
84,-0.6000000000000001,-1.0,0.015625
85,-0.6000000000000001,-0.9,0.02
86,-0.6000000000000001,-0.8,0.0
87,-0.6000000000000001,-0.7000000000000001,0.024999999999999994
88,-0.6000000000000001,-0.6000000000000001,0.026515151515151516
89,-0.6000000000000001,-0.5000000000000001,0.03416149068322983
90,-0.6000000000000001,-0.40000000000000013,0.0
91,-0.6000000000000001,-0.30000000000000016,0.0
92,-0.6000000000000001,-0.20000000000000018,0.041666666666666664
93,-0.6000000000000001,-0.1000000000000002,0.0
94,-0.6000000000000001,-2.220446049250313e-16,0.041666666666666664
95,-0.6000000000000001,0.09999999999999964,0.0
96,-0.6000000000000001,0.19999999999999973,0.0
97,-0.6000000000000001,0.2999999999999998,0.0
98,-0.6000000000000001,0.3999999999999997,0.0
99,-0.6000000000000001,0.49999999999999956,0.008333333333333333
100,-0.6000000000000001,0.5999999999999996,0.0
101,-0.6000000000000001,0.6999999999999997,0.002450980392156863
102,-0.6000000000000001,0.7999999999999996,0.006944444444444445
103,-0.6000000000000001,0.8999999999999995,0.0
104,-0.6000000000000001,0.9999999999999996,0.005081300813008131
105,-0.5000000000000001,-1.0,0.015625
106,-0.5000000000000001,-0.9,0.019230769230769225
107,-0.5000000000000001,-0.8,0.010416666666666666
108,-0.5000000000000001,-0.7000000000000001,0.034722222222222224
109,-0.5000000000000001,-0.6000000000000001,0.0
110,-0.5000000000000001,-0.5000000000000001,0.041666666666666664
111,-0.5000000000000001,-0.40000000000000013,0.03743961352657004
112,-0.5000000000000001,-0.30000000000000016,0.0
113,-0.5000000000000001,-0.20000000000000018,0.041666666666666664
114,-0.5000000000000001,-0.1000000000000002,0.0
115,-0.5000000000000001,-2.220446049250313e-16,0.0
116,-0.5000000000000001,0.09999999999999964,0.0
