,0,1,2
0,-1.0,-1.0,0.010416666666666666
1,-1.0,-0.9,0.01388888888888889
2,-1.0,-0.8,0.01388888888888889
3,-1.0,-0.7000000000000001,0.02361111111111111
4,-1.0,-0.6000000000000001,0.025735294117647065
5,-1.0,-0.5000000000000001,0.011904761904761904
6,-1.0,-0.40000000000000013,0.020833333333333332
7,-1.0,-0.30000000000000016,0.014322916666666664
8,-1.0,-0.20000000000000018,0.0
9,-1.0,-0.1000000000000002,0.016106442577030814
10,-1.0,-2.220446049250313e-16,0.011904761904761906
11,-1.0,0.09999999999999964,0.008333333333333335
12,-1.0,0.19999999999999973,0.0
13,-1.0,0.2999999999999998,0.009615384615384614
14,-1.0,0.3999999999999997,0.009389671361502353
15,-1.0,0.49999999999999956,0.011904761904761904
16,-1.0,0.5999999999999996,0.009072580645161294
17,-1.0,0.6999999999999997,0.006410256410256411
18,-1.0,0.7999999999999996,0.007575757575757576
19,-1.0,0.8999999999999995,0.0018115942028985503
20,-1.0,0.9999999999999996,0.0
21,-0.9,-1.0,0.0196078431372549
22,-0.9,-0.9,0.022435897435897436
23,-0.9,-0.8,0.0
24,-0.9,-0.7000000000000001,0.006944444444444445
25,-0.9,-0.6000000000000001,0.013157894736842106
26,-0.9,-0.5000000000000001,0.02314814814814815
27,-0.9,-0.40000000000000013,0.02192982456140351
28,-0.9,-0.30000000000000016,0.019675925925925927
29,-0.9,-0.20000000000000018,0.01234567901234568
30,-0.9,-0.1000000000000002,0.01754385964912281
31,-0.9,-2.220446049250313e-16,0.012500000000000002
32,-0.9,0.09999999999999964,0.0024509803921568627
33,-0.9,0.19999999999999973,0.013257575757575754
34,-0.9,0.2999999999999998,0.0037878787878787884
35,-0.9,0.3999999999999997,0.009259259259259257
36,-0.9,0.49999999999999956,0.004166666666666667
37,-0.9,0.5999999999999996,0.005208333333333333
38,-0.9,0.6999999999999997,0.004629629629629629
39,-0.9,0.7999999999999996,0.011111111111111112
40,-0.9,0.8999999999999995,0.0
41,-0.9,0.9999999999999996,0.0
42,-0.8,-1.0,0.016666666666666666
43,-0.8,-0.9,0.008333333333333333
44,-0.8,-0.8,0.021929824561403508
45,-0.8,-0.7000000000000001,0.026515151515151516
46,-0.8,-0.6000000000000001,0.01388888888888889
47,-0.8,-0.5000000000000001,0.01515151515151515
48,-0.8,-0.40000000000000013,0.013888888888888888
49,-0.8,-0.30000000000000016,0.015277777777777777
50,-0.8,-0.20000000000000018,0.010416666666666666
51,-0.8,-0.1000000000000002,0.011904761904761904
52,-0.8,-2.220446049250313e-16,0.013888888888888888
53,-0.8,0.09999999999999964,0.0
54,-0.8,0.19999999999999973,0.006944444444444445
55,-0.8,0.2999999999999998,0.007450331125827815
56,-0.8,0.3999999999999997,0.006944444444444445
57,-0.8,0.49999999999999956,0.005952380952380952
58,-0.8,0.5999999999999996,0.0
59,-0.8,0.6999999999999997,0.0038226299694189593
60,-0.8,0.7999999999999996,0.008928571428571428
61,-0.8,0.8999999999999995,0.009057971014492754
62,-0.8,0.9999999999999996,0.011904761904761906
63,-0.7000000000000001,-1.0,0.016025641025641024
64,-0.7000000000000001,-0.9,0.015625
65,-0.7000000000000001,-0.8,0.0
66,-0.7000000000000001,-0.7000000000000001,0.010416666666666666
67,-0.7000000000000001,-0.6000000000000001,0.010416666666666666
68,-0.7000000000000001,-0.5000000000000001,0.008333333333333333
69,-0.7000000000000001,-0.40000000000000013,0.018518518518518517
70,-0.7000000000000001,-0.30000000000000016,0.007575757575757577
71,-0.7000000000000001,-0.20000000000000018,0.013888888888888888
72,-0.7000000000000001,-0.1000000000000002,0.0
73,-0.7000000000000001,-2.220446049250313e-16,0.0
74,-0.7000000000000001,0.09999999999999964,0.01893939393939394
75,-0.7000000000000001,0.19999999999999973,0.011904761904761904
76,-0.7000000000000001,0.2999999999999998,0.006578947368421055
77,-0.7000000000000001,0.3999999999999997,0.007894736842105269
78,-0.7000000000000001,0.49999999999999956,0.007462686567164182
79,-0.7000000000000001,0.5999999999999996,0.005376344086021505
80,-0.7000000000000001,0.6999999999999997,0.004583333333333333
81,-0.7000000000000001,0.7999999999999996,0.0037878787878787876
82,-0.7000000000000001,0.8999999999999995,0.0
83,-0.7000000000000001,0.9999999999999996,0.0
84,-0.6000000000000001,-1.0,0.020833333333333332
85,-0.6000000000000001,-0.9,0.016666666666666666
86,-0.6000000000000001,-0.8,0.0
87,-0.6000000000000001,-0.7000000000000001,0.0
88,-0.6000000000000001,-0.6000000000000001,0.005952380952380952
89,-0.6000000000000001,-0.5000000000000001,0.004901960784313726
90,-0.6000000000000001,-0.40000000000000013,0.013888888888888888
91,-0.6000000000000001,-0.30000000000000016,0.0
92,-0.6000000000000001,-0.20000000000000018,0.008578431372549022
93,-0.6000000000000001,-0.1000000000000002,0.0
94,-0.6000000000000001,-2.220446049250313e-16,0.011904761904761906
95,-0.6000000000000001,0.09999999999999964,0.009259259259259259
96,-0.6000000000000001,0.19999999999999973,0.003787878787878788
97,-0.6000000000000001,0.2999999999999998,0.0
98,-0.6000000000000001,0.3999999999999997,0.0
99,-0.6000000000000001,0.49999999999999956,0.005952380952380953
100,-0.6000000000000001,0.5999999999999996,0.006666666666666665
101,-0.6000000000000001,0.6999999999999997,0.0
102,-0.6000000000000001,0.7999999999999996,0.0
103,-0.6000000000000001,0.8999999999999995,0.0
104,-0.6000000000000001,0.9999999999999996,0.0
105,-0.5000000000000001,-1.0,0.0
106,-0.5000000000000001,-0.9,0.013888888888888888
107,-0.5000000000000001,-0.8,0.0034722222222222225
108,-0.5000000000000001,-0.7000000000000001,0.020833333333333332
109,-0.5000000000000001,-0.6000000000000001,0.0
110,-0.5000000000000001,-0.5000000000000001,0.0032051282051282055
111,-0.5000000000000001,-0.40000000000000013,0.010416666666666666
112,-0.5000000000000001,-0.30000000000000016,0.0
113,-0.5000000000000001,-0.20000000000000018,0.00980392156862745
114,-0.5000000000000001,-0.1000000000000002,0.005555555555555557
115,-0.5000000000000001,-2.220446049250313e-16,0.0032051282051282055
116,-0.5000000000000001,0.09999999999999964,0.0
117,-0.5000000000000001,0.19999999999999973,0.0032051282051282055
118,-0.5000000000000001,0.2999999999999998,0.0
119,-0.5000000000000001,0.3999999999999997,0.006944444444444445
120,-0.5000000000000001,0.49999999999999956,0.005952380952380952
121,-0.5000000000000001,0.5999999999999996,0.0034722222222222233
122,-0.5000000000000001,0.6999999999999997,0.0
123,-0.5000000000000001,0.7999999999999996,0.0
124,-0.5000000000000001,0.8999999999999995,0.0
125,-0.5000000000000001,0.9999999999999996,0.0
126,-0.40000000000000013,-1.0,0.0
127,-0.40000000000000013,-0.9,0.0
128,-0.40000000000000013,-0.8,0.0
129,-0.40000000000000013,-0.7000000000000001,0.006944444444444445
130,-0.40000000000000013,-0.6000000000000001,0.003472222222222222
131,-0.40000000000000013,-0.5000000000000001,0.0
132,-0.40000000000000013,-0.40000000000000013,0.003968253968253969
133,-0.40000000000000013,-0.30000000000000016,0.0
134,-0.40000000000000013,-0.20000000000000018,0.0
135,-0.40000000000000013,-0.1000000000000002,0.0
136,-0.40000000000000013,-2.220446049250313e-16,0.0018115942028985503
137,-0.40000000000000013,0.09999999999999964,0.0
138,-0.40000000000000013,0.19999999999999973,0.0
139,-0.40000000000000013,0.2999999999999998,0.0
140,-0.40000000000000013,0.3999999999999997,0.0
141,-0.40000000000000013,0.49999999999999956,0.0
142,-0.40000000000000013,0.5999999999999996,0.0
143,-0.40000000000000013,0.6999999999999997,0.0
144,-0.40000000000000013,0.7999999999999996,0.0
145,-0.40000000000000013,0.8999999999999995,0.0
146,-0.40000000000000013,0.9999999999999996,0.0
147,-0.30000000000000016,-1.0,0.0
148,-0.30000000000000016,-0.9,0.0
149,-0.30000000000000016,-0.8,0.0
150,-0.30000000000000016,-0.7000000000000001,0.0
151,-0.30000000000000016,-0.6000000000000001,0.0
152,-0.30000000000000016,-0.5000000000000001,0.0
153,-0.30000000000000016,-0.40000000000000013,0.0
154,-0.30000000000000016,-0.30000000000000016,0.0
155,-0.30000000000000016,-0.20000000000000018,0.0
156,-0.30000000000000016,-0.1000000000000002,0.0
157,-0.30000000000000016,-2.220446049250313e-16,0.0
158,-0.30000000000000016,0.09999999999999964,0.0
159,-0.30000000000000016,0.19999999999999973,0.0
160,-0.30000000000000016,0.2999999999999998,0.0
161,-0.30000000000000016,0.3999999999999997,0.0
162,-0.30000000000000016,0.49999999999999956,0.00046296296296296303
163,-0.30000000000000016,0.5999999999999996,0.0
164,-0.30000000000000016,0.6999999999999997,0.0
165,-0.30000000000000016,0.7999999999999996,0.0
166,-0.30000000000000016,0.8999999999999995,0.0
167,-0.30000000000000016,0.9999999999999996,0.0
168,-0.20000000000000018,-1.0,0.0
169,-0.20000000000000018,-0.9,0.0
170,-0.20000000000000018,-0.8,0.002314814814814815
171,-0.20000000000000018,-0.7000000000000001,0.0
172,-0.20000000000000018,-0.6000000000000001,0.0
173,-0.20000000000000018,-0.5000000000000001,0.0
174,-0.20000000000000018,-0.40000000000000013,0.0
